Dataset,Model,Lambda,Fold,Accuracy,Latency,Depth,FitTime,SOPs
HAR,NSF,0.1,2,0.925242718446602,31.499333065242823,10.0,250.02836084365845,
HAR,NST,0.25,2,0.8728155339805825,28.453325271606445,10.0,60.25908517837525,
HAR,NSF,0.25,2,0.9053398058252428,27.85965105217252,10.0,269.4152615070343,
HAR,NST,0.5,2,0.875242718446602,24.875226974487305,10.0,66.41936993598938,
HAR,NSF,0.5,2,0.8995145631067961,24.41830348653701,10.0,291.8953866958618,
HAR,CART,0.0,3,0.9286407766990292,0.0,10.0,0.0,
HAR,RF,0.0,3,0.9718446601941748,0.0,10.0,0.0,
HAR,NST,0.0,3,0.9063106796116503,41.06627655029297,10.0,53.54879689216614,
HAR,NSF,0.0,3,0.9228155339805824,45.82104853727285,10.0,253.40326571464536,
HAR,NST,0.1,3,0.8796116504854369,29.732080459594727,10.0,56.37047553062439,
HAR,NSF,0.1,3,0.8941747572815534,29.786455749894422,10.0,256.9259295463562,
HAR,NST,0.25,3,0.8723300970873786,29.14889335632324,10.0,59.36921095848084,
HAR,NSF,0.25,3,0.912621359223301,26.23324163496301,10.0,270.6450171470642,
HAR,NST,0.5,3,0.9004854368932039,23.496782302856445,10.0,60.19759750366211,
HAR,NSF,0.5,3,0.9150485436893204,23.567292478123147,10.0,285.16314482688904,
HAR,CART,0.0,4,0.9393203883495146,0.0,10.0,0.0,
HAR,RF,0.0,4,0.9718446601941748,0.0,10.0,0.0,
HAR,NST,0.0,4,0.8616504854368932,46.17412185668945,10.0,50.85918068885803,
HAR,NSF,0.0,4,0.8995145631067961,46.39824106290503,10.0,226.4097161293029,
HAR,NST,0.1,4,0.8150485436893203,30.60930633544922,10.0,55.0873773097992,
HAR,NSF,0.1,4,0.8757281553398059,29.587876612569136,10.0,247.90016436576843,
HAR,NST,0.25,4,0.8990291262135922,26.55429458618164,10.0,63.01871538162232,
HAR,NSF,0.25,4,0.9150485436893204,25.57387642380489,10.0,258.2389585971832,
HAR,NST,0.5,4,0.8868932038834951,24.65338516235352,10.0,60.16706442832947,
HAR,NSF,0.5,4,0.9024271844660194,24.41075235606011,10.0,279.3011221885681,
HAR,CART,0.0,5,0.9349198640116562,0.0,10.0,0.0,
HAR,RF,0.0,5,0.9757163671685284,0.0,10.0,0.0,
HAR,NST,0.0,5,0.904322486644002,48.36426162719727,10.0,50.64741849899292,
HAR,NSF,0.0,5,0.9052938319572608,48.11827820494894,10.0,224.9021716117859,
HAR,NST,0.1,5,0.8771248178727538,29.89853286743164,10.0,49.47549843788147,
HAR,NSF,0.1,5,0.8858669256920836,30.860802350338368,10.0,245.6210250854492,
HAR,NST,0.25,5,0.8698397280233123,26.642045974731445,10.0,54.35268545150757,
HAR,NSF,0.25,5,0.8946090335114133,26.26340950144057,10.0,267.4241464138031,
HAR,NST,0.5,5,0.8882952889752307,24.28902244567871,10.0,60.64209508895874,
HAR,NSF,0.5,5,0.9028654686741135,23.90376407591023,10.0,283.8055565357208,
MNIST,CART,0.0,1,0.7970714285714285,0.0,10.0,0.0,
MNIST,RF,0.0,1,0.91,0.0,10.0,0.0,
MNIST,NST,0.0,1,0.8082857142857143,42.1634407043457,10.0,28.286827564239506,
MNIST,NSF,0.0,1,0.8476428571428571,41.994621471761526,10.0,136.4698874950409,
MNIST,NST,0.1,1,0.809,41.33360290527344,10.0,29.090574741363525,
MNIST,NSF,0.1,1,0.847,41.575419028883886,10.0,139.31878447532654,
MNIST,NST,0.25,1,0.7970714285714285,41.228614807128906,10.0,27.23266053199768,
MNIST,NSF,0.25,1,0.8327142857142857,41.14720558494159,10.0,130.1798176765442,
MNIST,NST,0.5,1,0.7156428571428571,41.16684722900391,10.0,15.976750135421751,
MNIST,NSF,0.5,1,0.7425,40.91735224963143,10.0,83.679931640625,
MNIST,CART,0.0,2,0.7875,0.0,10.0,0.0,
MNIST,RF,0.0,2,0.9101428571428573,0.0,10.0,0.0,
MNIST,NST,0.0,2,0.7986428571428571,42.257911682128906,10.0,29.65943431854248,
MNIST,NSF,0.0,2,0.8382142857142857,42.00980094334965,10.0,141.14357018470764,
MNIST,NST,0.1,2,0.7939285714285714,41.492897033691406,10.0,28.747461318969727,
MNIST,NSF,0.1,2,0.8345714285714285,41.78746006083034,10.0,136.58904838562012,
MNIST,NST,0.25,2,0.7897142857142857,41.47837448120117,10.0,25.782708168029785,
MNIST,NSF,0.25,2,0.8283571428571429,41.30880910005797,10.0,126.94232511520386,
MNIST,NST,0.5,2,0.6901428571428572,41.22766876220703,10.0,16.493930101394653,
MNIST,NSF,0.5,2,0.7087142857142857,41.03921185117449,10.0,80.90889692306519,
MNIST,CART,0.0,3,0.7941428571428572,0.0,10.0,0.0,
MNIST,RF,0.0,3,0.9151428571428571,0.0,10.0,0.0,
MNIST,NST,0.0,3,0.813,42.47468185424805,10.0,28.94658374786377,
MNIST,NSF,0.0,3,0.8487857142857143,42.35043434647152,10.0,140.47842955589294,
MNIST,NST,0.1,3,0.8135,41.951507568359375,10.0,29.483534574508667,
MNIST,NSF,0.1,3,0.8561428571428571,41.89149393370492,10.0,139.56356739997864,
MNIST,NST,0.25,3,0.8073571428571429,41.91370391845703,10.0,26.32437896728516,
MNIST,NSF,0.25,3,0.8455,41.53755594156357,10.0,129.6415627002716,
MNIST,NST,0.5,3,0.7378571428571429,41.13213348388672,10.0,17.024816513061523,
MNIST,NSF,0.5,3,0.7501428571428571,41.35171967934427,10.0,81.12892460823059,
MNIST,CART,0.0,4,0.7904285714285715,0.0,10.0,0.0,
MNIST,RF,0.0,4,0.9147857142857144,0.0,10.0,0.0,
MNIST,NST,0.0,4,0.8034285714285714,42.04921340942383,10.0,29.74414825439453,
MNIST,NSF,0.0,4,0.8500714285714286,42.01686339423089,10.0,142.40859699249268,
MNIST,NST,0.1,4,0.8121428571428572,41.45351409912109,10.0,28.452423095703125,
MNIST,NSF,0.1,4,0.8426428571428571,41.479636784950905,10.0,136.8965892791748,
MNIST,NST,0.25,4,0.8016428571428571,41.289794921875,10.0,25.442397832870483,
MNIST,NSF,0.25,4,0.8314285714285714,41.34894464640617,10.0,124.9663953781128,
MNIST,NST,0.5,4,0.7070714285714286,41.14177703857422,10.0,16.089341163635254,
MNIST,NSF,0.5,4,0.7297142857142858,40.952367264175415,10.0,82.59489512443542,
MNIST,CART,0.0,5,0.7922857142857143,0.0,10.0,0.0,
MNIST,RF,0.0,5,0.9136428571428572,0.0,10.0,0.0,
MNIST,NST,0.0,5,0.8125714285714286,42.166805267333984,10.0,28.729610681533813,
MNIST,NSF,0.0,5,0.8524285714285714,42.07177366284643,10.0,140.4764425754547,
MNIST,NST,0.1,5,0.8137142857142857,41.51142501831055,10.0,28.76282572746277,
MNIST,NSF,0.1,5,0.8545714285714285,41.63433223674637,10.0,136.28965735435486,
MNIST,NST,0.25,5,0.8118571428571428,41.40461730957031,10.0,27.342061519622803,
MNIST,NSF,0.25,5,0.8402142857142857,41.49814801579884,10.0,128.12571454048157,
MNIST,NST,0.5,5,0.7362857142857143,41.27575302124024,10.0,16.057415008544922,
MNIST,NSF,0.5,5,0.7605,41.2413132615816,10.0,88.39985775947571,
Fashion-MNIST,CART,0.0,1,0.7588571428571429,0.0,10.0,0.0,
Fashion-MNIST,RF,0.0,1,0.8318571428571429,0.0,10.0,0.0,
Fashion-MNIST,NST,0.0,1,0.7634285714285715,44.3284912109375,10.0,26.800392866134644,
Fashion-MNIST,NSF,0.0,1,0.7820714285714285,44.20209752611432,10.0,128.20018529891968,
Fashion-MNIST,NST,0.1,1,0.7603571428571428,44.30123519897461,10.0,24.34863543510437,
Fashion-MNIST,NSF,0.1,1,0.7887857142857143,44.16631350103332,10.0,118.38766813278198,
Fashion-MNIST,NST,0.25,1,0.7525714285714286,42.766212463378906,10.0,18.125046730041504,
Fashion-MNIST,NSF,0.25,1,0.76,42.91933738827479,10.0,96.16063237190248,
Fashion-MNIST,NST,0.5,1,0.677,42.09038543701172,10.0,13.166154623031616,
Fashion-MNIST,NSF,0.5,1,0.6821428571428572,42.13818606933412,10.0,68.27888059616089,
Fashion-MNIST,CART,0.0,2,0.7572857142857143,0.0,10.0,0.0,
Fashion-MNIST,RF,0.0,2,0.828,0.0,10.0,0.0,
Fashion-MNIST,NST,0.0,2,0.7550714285714286,44.57486724853516,10.0,27.2444396018982,
Fashion-MNIST,NSF,0.0,2,0.7940714285714285,44.38729894879659,10.0,129.73526120185852,
Fashion-MNIST,NST,0.1,2,0.7651428571428571,44.28192901611328,10.0,24.57279062271118,
Fashion-MNIST,NSF,0.1,2,0.792,44.27458384553819,10.0,114.83202266693117,
Fashion-MNIST,NST,0.25,2,0.7638571428571429,42.8881950378418,10.0,18.78812003135681,
Fashion-MNIST,NSF,0.25,2,0.7771428571428571,42.64487931076686,10.0,97.77676153182983,
Fashion-MNIST,NST,0.5,2,0.6797857142857143,42.11668014526367,10.0,13.365452527999878,
Fashion-MNIST,NSF,0.5,2,0.6827857142857143,42.21211704782304,10.0,64.9118082523346,
Fashion-MNIST,CART,0.0,3,0.7555,0.0,10.0,0.0,
Fashion-MNIST,RF,0.0,3,0.8268571428571428,0.0,10.0,0.0,
Fashion-MNIST,NST,0.0,3,0.7315714285714285,44.175025939941406,10.0,27.33824348449707,
Fashion-MNIST,NSF,0.0,3,0.7810714285714285,44.14655382197016,10.0,129.1408941745758,
Fashion-MNIST,NST,0.1,3,0.7552857142857143,44.22042846679688,10.0,23.945998191833496,
Fashion-MNIST,NSF,0.1,3,0.7841428571428571,44.09438376146498,10.0,117.98673057556152,
Fashion-MNIST,NST,0.25,3,0.7445714285714286,42.76548385620117,10.0,20.123441696166992,
Fashion-MNIST,NSF,0.25,3,0.7645714285714286,42.64431750674474,10.0,95.25169491767883,
Fashion-MNIST,NST,0.5,3,0.6715,42.2537956237793,10.0,11.709673881530762,
Fashion-MNIST,NSF,0.5,3,0.6700714285714285,42.2407213744754,10.0,60.44112205505371,
Fashion-MNIST,CART,0.0,4,0.7515714285714286,0.0,10.0,0.0,
Fashion-MNIST,RF,0.0,4,0.8252142857142857,0.0,10.0,0.0,
Fashion-MNIST,NST,0.0,4,0.7526428571428572,44.29970550537109,10.0,27.75322747230529,
Fashion-MNIST,NSF,0.0,4,0.7854285714285715,44.35532794376556,10.0,132.0583782196045,
Fashion-MNIST,NST,0.1,4,0.7588571428571429,44.16183853149414,10.0,24.894368886947632,
Fashion-MNIST,NSF,0.1,4,0.7876428571428571,44.26492113781883,10.0,120.17252826690674,
Fashion-MNIST,NST,0.25,4,0.7448571428571429,42.90024185180664,10.0,19.12546420097351,
Fashion-MNIST,NSF,0.25,4,0.769,42.64054408390409,10.0,95.63382458686829,
Fashion-MNIST,NST,0.5,4,0.67,42.25006866455078,10.0,12.94368839263916,
Fashion-MNIST,NSF,0.5,4,0.6725,42.23749474059513,10.0,64.80016732215881,
Fashion-MNIST,CART,0.0,5,0.7555,0.0,10.0,0.0,
Fashion-MNIST,RF,0.0,5,0.8263571428571429,0.0,10.0,0.0,
Fashion-MNIST,NST,0.0,5,0.7651428571428571,44.3634147644043,10.0,26.87445306777954,
Fashion-MNIST,NSF,0.0,5,0.7891428571428571,44.21096719532466,10.0,128.59817337989807,
Fashion-MNIST,NST,0.1,5,0.7662142857142857,44.37448120117188,10.0,24.04873752593994,
Fashion-MNIST,NSF,0.1,5,0.7841428571428571,44.21284035705384,10.0,118.0128161907196,
Fashion-MNIST,NST,0.25,5,0.7507142857142857,42.76788711547852,10.0,18.50171113014221,
Fashion-MNIST,NSF,0.25,5,0.7705,42.69468134354637,10.0,97.42456245422365,
Fashion-MNIST,NST,0.5,5,0.6518571428571428,42.32748031616211,10.0,11.960983991622925,
Fashion-MNIST,NSF,0.5,5,0.6555714285714286,42.41150649381365,10.0,63.00638699531555,
BreastCancer,XGBoost,0.0,1,0.9649122807017544,0.0,6.0,0.0,
BreastCancer,LightGBM,0.0,1,0.9824561403508772,0.0,6.0,0.0,
BreastCancer,CatBoost,0.0,1,0.9736842105263158,0.0,6.0,0.0,
BreastCancer,XGBoost,0.0,2,0.9736842105263158,0.0,6.0,0.0,
BreastCancer,LightGBM,0.0,2,0.9736842105263158,0.0,6.0,0.0,
BreastCancer,CatBoost,0.0,2,0.956140350877193,0.0,6.0,0.0,
BreastCancer,XGBoost,0.0,3,0.9824561403508772,0.0,6.0,0.0,
BreastCancer,LightGBM,0.0,3,0.9649122807017544,0.0,6.0,0.0,
BreastCancer,CatBoost,0.0,3,0.9824561403508772,0.0,6.0,0.0,
BreastCancer,XGBoost,0.0,4,0.956140350877193,0.0,6.0,0.0,
BreastCancer,LightGBM,0.0,4,0.9649122807017544,0.0,6.0,0.0,
BreastCancer,CatBoost,0.0,4,0.9649122807017544,0.0,6.0,0.0,
BreastCancer,XGBoost,0.0,5,0.9823008849557522,0.0,6.0,0.0,
BreastCancer,LightGBM,0.0,5,0.9646017699115044,0.0,6.0,0.0,
BreastCancer,CatBoost,0.0,5,0.9646017699115044,0.0,6.0,0.0,
Wine,XGBoost,0.0,1,0.796875,0.0,6.0,0.0,
Wine,LightGBM,0.0,1,0.775,0.0,6.0,0.0,
Wine,CatBoost,0.0,1,0.75,0.0,6.0,0.0,
Wine,XGBoost,0.0,2,0.784375,0.0,6.0,0.0,
Wine,LightGBM,0.0,2,0.775,0.0,6.0,0.0,
Wine,CatBoost,0.0,2,0.746875,0.0,6.0,0.0,
Wine,XGBoost,0.0,3,0.828125,0.0,6.0,0.0,
Wine,LightGBM,0.0,3,0.85,0.0,6.0,0.0,
Wine,CatBoost,0.0,3,0.76875,0.0,6.0,0.0,
Wine,XGBoost,0.0,4,0.825,0.0,6.0,0.0,
Wine,LightGBM,0.0,4,0.81875,0.0,6.0,0.0,
Wine,CatBoost,0.0,4,0.79375,0.0,6.0,0.0,
Wine,XGBoost,0.0,5,0.8056426332288401,0.0,6.0,0.0,
Wine,LightGBM,0.0,5,0.799373040752351,0.0,6.0,0.0,
Wine,CatBoost,0.0,5,0.768025078369906,0.0,6.0,0.0,
Heart,XGBoost,0.0,1,0.7407407407407407,0.0,6.0,0.0,
Heart,LightGBM,0.0,1,0.7962962962962963,0.0,6.0,0.0,
Heart,CatBoost,0.0,1,0.7962962962962963,0.0,6.0,0.0,
Heart,XGBoost,0.0,2,0.8703703703703703,0.0,6.0,0.0,
Heart,LightGBM,0.0,2,0.9074074074074074,0.0,6.0,0.0,
Heart,CatBoost,0.0,2,0.925925925925926,0.0,6.0,0.0,
Heart,XGBoost,0.0,3,0.8148148148148148,0.0,6.0,0.0,
Heart,LightGBM,0.0,3,0.8148148148148148,0.0,6.0,0.0,
Heart,CatBoost,0.0,3,0.8333333333333334,0.0,6.0,0.0,
Heart,XGBoost,0.0,4,0.7962962962962963,0.0,6.0,0.0,
Heart,LightGBM,0.0,4,0.7962962962962963,0.0,6.0,0.0,
Heart,CatBoost,0.0,4,0.7592592592592593,0.0,6.0,0.0,
Heart,XGBoost,0.0,5,0.6851851851851852,0.0,6.0,0.0,
Heart,LightGBM,0.0,5,0.7037037037037037,0.0,6.0,0.0,
Heart,CatBoost,0.0,5,0.7222222222222222,0.0,6.0,0.0,
HAR,XGBoost,0.0,1,0.987378640776699,0.0,6.0,0.0,
HAR,LightGBM,0.0,1,0.991747572815534,0.0,6.0,0.0,
HAR,CatBoost,0.0,1,0.9689320388349516,0.0,6.0,0.0,
HAR,XGBoost,0.0,2,0.987378640776699,0.0,6.0,0.0,
HAR,LightGBM,0.0,2,0.9936893203883496,0.0,6.0,0.0,
HAR,CatBoost,0.0,2,0.9771844660194174,0.0,6.0,0.0,
